sentence,hate,category
ওবায়দুল কাদেরের সাথে খালেদা জিয়ার সাথে কোন তুলনা নেই ওবায়দুল কাদের সড়ক মন্ত্রী আর খালেদা জিয়া সে দেশের একজন নেত্রী,0,politics
আ।।।।।।।বা।।।।।।।।ল।,1,celebrity
সালা প্রাটি কবে থেকে শুরু করলো তাহেরি,1,religion
ডানডির ঠেলা খায় নাছতিক,1,"Meme, TikTok and others"
ছাগল কোথাকার,1,entertainment
ফারহানা রুমিন কিং,0,politics
শাউয়া...তোরে কেউ চোদে না শাউয়া...তুই এইবার অফ যা😡 তোর চোখের চশম জোড়া গোল গোল শাউয়া...তুই আস্ত একটা মাদারচো*🐸,1,celebrity
আল্লাহ আপনি রহম কর প্রিতিবির সকল মা বাফ কে আমাদেরও,0,"Meme, TikTok and others"
বাকী কুক্তাদের তাড়াতাড়ি ফাঁসি চাই,1,crime
বিচার চাই,0,crime
এতো কথা বলার কি দরকার বুল করলে বুলের মাসুল দিতে হয় এটাই সত্যি,0,sports
এই সব জানুয়ার লীগকে গুলি কটে মারা দরকার।,1,politics
এমনটা যেন কারো সাথে না হয়।,0,entertainment
আল্লাহ তার বিচার করুন,0,religion
শাকিব তো বুবলী কে নিয়ে বেসতো তাহলা জয়ের কথা কখন সে ভাবে যত সব ফালতু কথা,0,"Meme, TikTok and others"
বাংলাদেশের মানুষ রে শালারা এখোনো আবাল ভাবে 😂😂😂,1,crime
হালার ঘরে হালা একটা গাজা খোর,1,sports
কাশ্মীরে মাবোনদের বেইজ্জতি করলো সেনারা,0,"Meme, TikTok and others"
"আপনাদের মত পিশাচ মতলববাজ হারামজাদা ( মুরগি কবির , মুন্তাসির মামুন , খুশি )যতদিন বাংলার বুকে বেচে থাকবে ততদিন দেশ অসাম্প্রদায়ীক সুন্দর ও শান্তিময় হওয়া আদেও সম্ভব না । বাংলার বুকে যত অশান্তি অরাজকতা তা আপনাদেরমত গিরগিটদের মাধ্যেই হয়ে থাকে ॥",0,celebrity
মাগীবাজ হালারে আজীবন নিষিদ্ধ করা হোক জাতীয় দল থেকে।আশরাফুল ভাইকে খেলার সুযোগ করে দেওয়া হোক।,1,sports
এদেরকে কে এখানে বসিয়েছে। এমন বিচারকে লাথি মেরে এখান থেকে উঠিয়ে দেওয়া উচিৎ,0,entertainment
কে কে এই ছবি দেখতেছেন,0,entertainment
এসব মাগিদের কে কেন এগুলা দেওয়া হয় এগুলোকে ফাঁসি দেওয়া উচিত তবে তার তার তাড়াতাড়ি জেনে নেওয়া হোক এসব মেয়েদের জন্য অনেক ছেলেদের নষ্ট জীবন,1,sports
পাপনের জিরে চুদুম,1,sports
শালার পোলা তর শোনার গোরে বাল ঝালাইছে,1,religion
"যদি সেদিন রাতে তোর আব্বু কন্ডম ইউজ করতো তাহলে আজ এই পোস্ট দেখা লাগতো না আমাদের 🐸  বাই দ্যা রাস্তা,,,,, `kanker pola tor gorto koi`",1,celebrity
এখানে কটের কিছুই নাই পাপ বাপকেও ছাড়ে না এটাই সত্য,0,crime
কোন কি মিরাকল ঘটতে পারে না যাতে তারা আবার এক হয়ে যায়,0,"Meme, TikTok and others"
পাকিস্তান এর পক্ষে,0,"Meme, TikTok and others"
"স্যারের এই লেখায় বঙ্গবন্ধু,বঙ্গবন্ধুর কন্যা,মুক্তিযোদ্ধের কথিত সপক্ষ দলকে তৈল মর্দন মুলক বাক্য না পেয়ে হতাশ হয়েছি! লেখার শেষে অন্তত #জয় বাংলা বলবেন স্যার প্লিজ :)",0,celebrity
আর কয়টা হাহা রিয়েক্ট খাইলে আপনি এসব রম্য পোস্ট দেয়া বন্ধন করবেন? :) 👉👌,0,celebrity
পাগল কাকে বলে কত প্রকার এদের কে দেখলে বোঝা যায় হা হা হা,0,crime
মাগি আকাম করার সময় বাচ্চার কথা মনে ছিলনা।।।,1,crime
হ্যাপি আসলেই অনেক ভালো একটা মেয়ে।,0,sports
তোর বাচার মতো ব্যবস্থা আছে তোর স্যার কে পুলিশের কনস্টেবল এর চাকরি দিয়ে দুই কোটি টাকা কাবিন নামা দিয়ে তোদের দুইজনকে একসাথে করে করে বেতের বারি দিয়ে বিয়ের পরে দিলে তোর বাছার মতো ব্যবস্থা আছে । তোর যদি স্বামী মরে থাকে তুই গরিব একটা বেকার ছেলেকে বিয়ে করতে পারতি,0,crime
তোমাকে দেখে আমার ছোটো বেলার সেই গল্প টা মনে পড়ে গেল। এক লেজ কাটা শেয়াল গল্প। এটা তো তুমি জানো অবস্যই তাই না। তুমি হচ্ছ সেই লেজ কাটা শেয়াল।,0,entertainment
সাকিবের সঙ্গে অপু কে আমরা আবার দেখতে চাই,0,entertainment
সালারা শুধু মুখে বড় কথা বলে।বাস্তবে সভ চোর। এই চোর সালাদের জন্যই কি দেশ সাধীন হয়েছে? এই চোরাদের জন্যই দেশে এখনো মানুষ না খেয়ে থাকতে হয়। এদের দেশপ্রেম বলতে বাস্তবে সভ উল্টো।,0,politics
জুতার বারি সালা লুচ্চামি চুদাও হ্যাকার দোষ দেও ওর ফাসি চাই না হলে অন্য এসপি ডিসিদের কোনো দামি থাকবে না,1,crime
পাপননান্নুসুজন এই তিন হারামজাদাকে সবধরনের ক্রিকেট থেকে বহিষ্কার করতে হবে।এই দাবি দফার সাথে যুক্ত করলাম। কোটি বাংলাদেশীরা বাংলাদেশের অক্সিজেন খ্যাত বিসিবিকে এসব দুর্নীতিবাজ থেকে বাঁচাতে ঐক্যবদ্ধ হও।✌✌✌,1,sports
আমার মনে এই হত্যার সাথে মিন্নির সম্পুন্ন হাত আছে ওকে আগে গ্রেফতার করা হোক,0,crime
এই নাটকের পরিচালক একটা রামছাগল নাটকের অ আ ই কিছুই বুঝে না,1,entertainment
তাহিরী খাংকির পোলা এর জলমো নাসতিকের বারিত,1,religion
জন খানকির মাগি আর খানকির পোলারা বেশি গেন দেখাইতাছে হুজুর এর উপর বাল পাক্নামি করলে জইলা যাবি,1,religion
আমরা বুঝি কোন ভিডিও আসল আর কোনটা নকল চুদা খাইতে মজা বেশি তাই সেই সময় সন্তানকে কে মনে হয়না,1,crime
বোকাচোদা বিচারক দিয়া অনুষ্ঠান করেন,1,entertainment
মিন্নি জড়িত তা না হলে ও এত অাস্থে অাস্থে হাটে কি ভাবে অাবার তাকাইয়া ছেলে দেখে চারপাশে মিন্নির মতন খানকিরদের ফাসি চাই,1,crime
সালাক ফাসি দে,1,"Meme, TikTok and others"
এই পশুকে উপযুক্ত শাস্তি দেওয়া হোক,0,"Meme, TikTok and others"
ভাল না ভেজাল আছে,0,entertainment
মালের স্বাদ না পেয়ে বেহুস। হায় রে মাল,1,crime
একমত না,0,sports
এইলোকটা পাগল ছাড়া আর কিছুই নয়।উনি রাস্তায় নামছেন।কেন?দেখাইবার লাগছে।,0,politics
ফাটফারের বাচ্চা অন্দু চ্যানেল খুলিয়া ফাজলামি করছ,1,religion
ভারত মুসলিম রাষ্ট্র হবে ইনশাআল্লাহ পক্ষ বুঝিনা,0,"Meme, TikTok and others"
দুই বছর অা‌গে পাপ‌নের মে‌য়ে চুদা খাই‌ছে নাসির এর কা‌ছে। তাই ব‌লে বাচ্চা কি হয়‌ছে! হয় নাই।। সা‌কিব অবসর নি‌য়ে নাও।। অ‌নেক হয়‌ছে।।,1,sports
হেফাজতিদের কি ব্রেন হা হা হা তা আবার জাকিরের বিরুদ্ধুতা করে।,0,religion
আমি এই নাস্তিকের ফাশিচাই,0,religion
বিচারক রে জুতা মার কথা ঠিকমতো বলতে পারে না প্রতিযোগীর সাথে,1,entertainment
মাঠে দেখা যাবে কী বাল ফালাও,1,sports
শালা বাওন শামিম বোকাচুদা তুই তো সব মজা আরো নষ্ট করে দিলি নরমাল একদম এই আবাল কি আর চেঞ্জ হবেনা😂😂,1,sports
আমার সোনার বাংলাতে এমন রক্ষক নামের ভক্ষকের কোন জায়গা হবেনা।মাননীয় প্রধান মন্ত্রীর কাছে এর দৃষ্টান্তমূলক শাস্তি দাবি করছি।যেমন এই শালাকে এমন শাস্তি দেওয়া হোক যা দেখে অন্য কোন মানুষ যেন এমন অন্যায় করতে না পারে।,1,crime
এই মহিলার স্বামীর এখন কেমন প্রতিক্রিয়া সেটা একটু জানাবেন,0,crime
কেকে মিজানুর রহমান কে ভালোবাসো আমার এই কমেন্ট এ লাইক দাও,0,religion
আশা করছি সে বিপিএলে পারফর্ম করে জাতীয় দলে চান্স পাবে।আর বিসিবির সকল সদস্যদের বলছি একটু প্লেয়ারদের উপর নজর রাখুন। কে কিরকম খেলছে।আর পারফর্মারদের সুযোগ করে দিন।শুধু সৌম্য আর সাব্বিরকে দয়া দেখিয়ে লাভ নেই।বাংলাদেশে ভালো প্লেয়ার অনেক আছে।,0,sports
পাপন রে জুতা পেটা করা উচিত। শালা মাদার দ,1,sports
জারজ স্যর আমি আসি কমেন্ট পরতে জানতে ইচ্ছে করে বমি কি স্যর।,1,celebrity
মিন্নির পাছার ভিতোরে গরম ডিম ডুকিয়ে দিলে সব কিছু বলে দিবে,1,crime
শালি কিসের শাকিব খানের কথা মেনে চলিস নিজের ছেলের জন্মদিনে স্বামীর পটো দিসনাই সেটার উত্তর আগে দে শাকিব খানের জারা শত্রু তাদের সংগে হাত মিলিয়ে চলা পিরা করিস তুইত শাকিব খানের ভাল চাস না,1,"Meme, TikTok and others"
পাহাড় ধসে মরতে চাইনা,0,"Meme, TikTok and others"
আমার চয়েস হয়নিআমারে দিলেও যামু নাআমার কাছে ভাল্লাগে নাই,0,"Meme, TikTok and others"
রুবেল কুত্তা<br /><br />্্,1,sports
থাকার জগ্গো নয়,0,sports
সবাই আন্দোলন করে পাপনকে স্থায়ী ভাবে বহিস্কার করোন। আর না হয় গণপাবলিক ইট পাথর ছুটিয়ে মেরে দেন সালারে,1,sports
এটা কি উড়িয়ে ই মারলো না পেরেরা,0,sports
ধন্যবাদ স্যার আপনার কথাগুলো মনে রাখব,0,celebrity
এই কাফিরটা প্রভাবশালী মুশরিকদের আর মূর্খ বর্বর একদল বাংলাদেশীদের ছত্রছায়ায় এই বাংলাদেশে দীর্ঘদিন ধরে টিকে আছে সরকার ও এগুলার নিরব দর্শক।শুনি শুধু এটাতে নাক গলালে ধর্মীয় দাংগা হবে আমি আজ পর্যন্ত বুঝিনি যে যারা বলে ধর্মীর দাঙ্গা হবে তারা এর মধ্যে ধর্মের দেখলো টা কি?তারা যদি এই জঘন্যতম প্রাণীটিকে ধর্মের আউতায় দেখে তাহলে তাদের ঈমান যথাযথভাবে প্রশ্নবিদ্ধ!!,0,religion
বাংলাদেশের প্রান বেগম খালেদা জিয়া।,0,politics
তাহেরী শালা বদমাইশ,1,religion
যারা ডিসলাইক করছে তারা মনে হয় দেওয়ানবাগীর মুরীদ😂😂😂,0,religion
শালা তুই গাজা খাইছচ না কি সাগরের সাথে শতাংশ আর মিয়ানমারের সাথে শতাংশ,1,"Meme, TikTok and others"
ওই খানকির বাচ্চ খানকি মাগী একটা তোর দুধ তুই পতিতাবৃত্তি করে বড় বানাইছোস সেটা তোর বাপ আর ভাইদের গিয়া দেখা। মাগী খানকি রাস্তায় রাস্তায় দেখাস কেনো। শুয়ার গুলা আবার এই পতিতাকে প্রমোট করতেসে।,1,entertainment
মানুষের মাথায় বুদ্ধি থাকে আর ঐ দেওয়ানবাগীর পেটে বুদ্ধি থাকে👿👿👿👿শয়তান শালা,1,religion
বালের মতো হইছে,0,entertainment
ওই কুত্তার বাচ্চা মিন্নি😠😠 তোর সাপোর্ট নিয়া কথা বলসিমান প্রথমে ভাবসি তোর কোনো দোষই নাই😠😠 কুত্তার বাচ্চা তোর কারণে আজ রিফাতের এই অবস্থা হইলো তোর ফাসি চাই সবার আগে😠😠,1,crime
ওকে,0,"Meme, TikTok and others"
"ইসলাম নিয়ে বাজে মন্তব্য কোন মুসলমানের সহ্য হবেনা, তাই বলে তাকে রাস্তায় কুপিয়ে মেরে ফেলা হোক এটাও ইসলাম সমর্থন করেনা, যেটা মানুষ সৃষ্টি করেনি সেটা ধ্বংস করার অধিকারও তার নেই, যদি সে আল্লাহ্‌ কিংবা রাসুলকে নিয়ে বাজে কিছু বলে থাকে তাহলে সেই বিচার আল্লাহ্‌ করবে, আল্লাহ্‌ যদি কোন নাস্তিককে নিজের দয়া দিয়ে বাঁচিয়ে রেখে খাওয়ায় পড়ায় তাহলে আপনি কে তার প্রাণ নেওয়ার? হাশরের ময়দানে কী জবাব দেবেন? যারা এই ধরণের কাজ করে তারা আসলে মুসলমানই না আমি মনে করি, জন্মসূত্রে ইসলাম পরিবারে জন্ম গ্রহণ করলেও এরা আসলে মুসলমান নয়, এরা হল নিচু শ্রেণীর কিছু প্রাণী, এদের কোন নাম নেই, নামের জন্য যোগ্য হতে হয় কিন্ত এরা হল নিচু শ্রেণীর প্রাণী, মানুষ কুপিয়ে কোন ইসলাম প্রতিষ্ঠা করছে কীভাবে করছে জানিনা। নবীজির যুগেও ইসলাম নিয়ে কটাক্ষ করা হয়েছে, নবীজিকে পাথর মারা হয়েছে তাই বলে নবীজি রাতের বেলা ওদের ঘরে গিয়ে কুপিয়ে আসেনি বরং নম্রতা এবং সহনশীলতা দিয়েই তাদের মন জিতেছে, আমি বলব যারা এই ধরণের কাজ করে তারা বরং ইসলামের শত্রু, তাদের কারণে ইসলামের উপকার তো দূরের কথা বরং ক্ষতি হচ্ছে, অভিজিতের খুনের কারণেই কারণেই অনেকের এখন ইসলামের প্রতি ক্ষোভ তৈরি হয়েছে, এখন কী করবেন? ওদেরকেও মেরে ফেলবেন? আল্লাহ্‌ আপনার প্রতিটা কাজের হিসাব নেবেন বিশেষ করে যুবক বয়সের, তখন কী বলবেন? মানুষ মেরে আপনি ইসলাম রক্ষা করেছেন? আল্লাহ্‌কে রক্ষা করেছেন?  তবে দেশে ধর্মনিন্দা অনেক বাড়ছে, এজন্য ব্লাসফেমি আইন প্রতিষ্ঠা করা প্রয়োজন আমি মনে করি, তাহলে সরাসরি কেউ ইসলাম কিংবা অন্য ধর্মের নিন্দা করার সাহস পাবেনা, যদি কেউ করে তাহলে আদালতে হাজির করে বিচার করা হবে, রাস্তা কুপিয়ে নয়",0,celebrity
তাহেরি যে ভনড তা ওর গেট আপ দেখে বুঝা যায়,0,religion
ভাই এখানে যারা কমেন্টস করেছেন সবার টাই ভালো তবে আমি যা লিখবো সেটা আমার মোনের রাগটা প্রকাশ করতে চাই ওই ডিসির বৌ কে চুদবে সবাই ডিসি বোসে বোসে দেখবে যে ভাবে ও চুদেছে আর ওর ধোন পাথরের উপরে থুয়ে হাতুর দিয়ে ধোনের আগায় বাড়ি দিতে হবে আর ওই মহিলার ভোদায় ঘোড়ার ধোন ঢুকাতে হবে মাগি স্বামি থুয়ে পরের সাথে চুদা লাগাও মাগি,1,crime
ও একন মাগি হয়ে গেসে,1,entertainment
মাদারচোদ বিচারক কে দেখলেই মনে চায় ভালোকরে পেটাই,1,entertainment
এই পাগলদের কে দেশ থেকে বাহির করা উচৎ,1,religion
শালা কটা বাইনচুদ,1,religion
এই সানজিদা কি বিবাহিতো,0,crime
পাপন ক্যাসিনো খেলোয়াড়,0,sports
তোর জাতেরে হালাই চুদমু এক ঠেং কাদে নিয়া,1,"Meme, TikTok and others"
ভাই ধরা পরলে চোর আর না ধরা পরলে সাধু তাই সবাই নিজের দিকটা চিন্তা করেন,0,crime
প্রকাশ্য দিবালোকে এই নির্মম হত্যাকান্ড যারা ঘটিয়েছে সকলকেই নয়ন বন্ডের পরিনতি হওয়া উচিত বলে আমি মনে করি। আর ঘৃনা প্রকাশ করছি সেইসব লোকদের প্রতি যারা মিন্নি কে দোষারোপ করে ঘটনা ভিন্ন খাতে নেওয়ার চেষ্টায় লিপ্ত ।। আর সম্মানিত ভদ্রলোক মিন্নির হেটে যাওয়া আপনার চোখে পড়লো কিন্তু আপনার আমার মত যারা নয়ন বন্ডের দায়ের কোপের ভয়ে দৌড়ে পালাচ্ছিলো তারা এখানে কেউ আবার কমেন্ট করে মিন্নি কে গালমন্দ করছেন না তো।।।।।। আফসোস 😫☹☹☹😢😢,0,crime
কবিতা মাসূদ রানা সে হলো কুকুরের ছানা অফিসে বসাইছে আবালের পনা সালামের উত্তর নাই তাদের জানা অষ্টলীয়ার গাইকে তোঁ সবারী চেনা নাটকে দেখায় ধূদের কনা !!,1,entertainment
খানকির বাচ্চা তোরে এনাকোন্ডা দিয়ে মারা খা,1,entertainment
আপনাকে ধন্যবাদ,0,politics
এই আবালের দল কুর আন আর হাদিসের পার্থক্য জানেনা এরা নাকি বিশেষজ্ঞ,0,religion
ম্যাচ ফিকচিং করার কোনো দরকার ছিলো না রে ভাই,0,sports
নারে ভাই মিন্নির কোনো দোষ নাই ভালো করে দেখলে বুজতে পারবেন,0,crime
এসব মাগির পোলারা দানদা বাজ চোদানির পোলারা গামজডি মাগির পোলারে আগে মারার উচিত চিল যে বেস্যা মাগির পোলারা চেলেটারে দরছে।ছেলেটার কথা সত্যতা আছে।এ খানকিরপোলারা আজাইরগা মদ খোর পোলারা ছেলেটারে হয়রানি করতেছে,1,sports
তিনি যে ভন্ড তার গালিতেই বুঝা যায়।,0,religion
"স্যারের সার্কাজমটা বুঝতে আমার কয়েক মিনিট সময় লেগে গেলো! কমেন্ট পড়ে বুঝলাম, জাতি বেশ বেরসিক! ফানও বুঝে না... ইতিহাসের সর্বোচ্চ লাইকধারী নির্বাচন নিয়ে আপনারা কতোই না আনন্দ করলেন, স্যারও কি একটু মজা নিতে পারবেন না 😎",0,celebrity
অপু উকিল নিজেই একটা চরিত্রহীন মহিলা ! এই পতিতার নাপাক মুখে খালেদা জিয়ার নাম মানায় না! সে কিছু দিন আগে আমরা দেখেছি সুপ্রিম কোর্টের সামনে কিভাবে আইনজীবীদের উপর ইট পাটকেল নিক্ষেপ করেছে!,0,politics
মুশফিকের গুষ্টিরে চুদি শালা আবাল চোদা কোথাকার কে জানে,1,sports
এখন নিয়মিত টাপাবে পরে বিয়ে করবে 😃😃,0,entertainment
উনি তো মানুষ নাহ্ এরা হলেন মতোই ইনু বলেন যে,0,politics
"চোদনা,অাসলেই একটা লুচ্চা।",1,sports
লজ্জাও নেই অবাক হলাম!,0,crime
শালির চেহারার কি অবস্তা হয়েছে এখন!,1,crime
তোই নিজেই তো একটা নাস্তিক কুত্তার বাচ্চা নিউজ করার আর জায়গা পাস না জিনিস খুঁজে পাস না বিনা ভোটে সরকার মানে কি????,1,politics
আল্লাহ গজব দাও,0,religion
কন জাগা,0,"Meme, TikTok and others"
আর বেশি দেরি নয় মোদি ফেরাউন মতো বিচার হবে আল্লাহর দুনিয়া কোন নরপশু ক্ষমতার বড়াই করে আল্লাহর গজব থেকে রেহাই পায়নি,0,"Meme, TikTok and others"
নটিমাগি নাস্তিক এরা হুজুরে সামনে মাথাই কাপড় দের না বেরাদব বুদ্ধিজীবী এরা।,1,religion
শালি বেস্যা,1,religion
"দোয়া করি, আপনার মৃত্যু যেন বিএনপির শাসনামলে হয়।",0,celebrity
নিজেদের কেন রাজাকার বলেছে জানেন স্যার?? কারন মতিয়া চৌধুরী  এর বক্তব্য। স্যার মনে হয় মতিয়া চৌধুরী এর বিষয়ে অবগত নন।,0,celebrity
ফাঁসিতে ঝুলিয়ে ওর পাপের প্রায়শ্চিত্ত করা হোক,0,"Meme, TikTok and others"
ওই মাদার ছুদেরা এখন কাদছ কেন ওদের ফাসি চাই,1,crime
ওর বাবাকে মারা প্রত্যেকটা চড় আমার কলিজা তে গিয়ে লাগতেছিলওরে আর ওর বউ কে পৃথিবীর সবচেয়ে কঠিন শাস্তি দেয়া হউক,0,"Meme, TikTok and others"
যেই মাগীর বাচ্ছারা এরে আনে তাদেরকে কুত্তাপিটা দেওয়া উচিত,1,religion
নাম্বার ওয়ান মাদারচোদ,1,celebrity
আপনি চিকন নাকি মটা আগে সেটা বলেন,0,entertainment
হারাম। হারাম। হারাম।,0,politics
টাইটেল কি লিখছেন আজহারি হুজুর ভন্ডনা।খুবই মিষ্টিবাসি আর শিক্ষিত মার্জিত মিজানুর রহমান আজহারি।তারমত লোক হয়না💯💯💯 যারা হুজুরকে ভালোবাসেন তারা লাইক দিবেন 🔜,0,religion
পাপন বলদ তার পদত্যাগ ছাই,1,sports
আমি যেখানে নামাজ পড়ি তার সামনে একটা ক্যালেন্ডার ছিলো আর ঐ ক্যালেন্ডারে দুইটা মানুষের আঁকা ছবি ছিলো ক্যালেন্ডার ই খুলে ফেলছি । ছোট বেলা থেকেই শুনছি যে ছবি থাকলে নামাজ হয় না।,0,religion
"""জ"" তে জাফর ইকবাল, তুই রাজাকার, তুই রাজাকার....",1,celebrity
দেয়ান।বাগিকে।জুতামারারদরকার,0,religion
তোমার ভোদার সাইচ কত,1,"Meme, TikTok and others"
আরে ছাগলের বাচ্ছা মাদ্রাসা কোনটা তাও জানিস?,1,crime
কাহিনী কি রে ভাই আগের মত জান্নাত বেশি আপলোড দেন না কি হইছে সমস্যা কি,0,entertainment
আমাদের প্রধানমন্ত্রী কে বলছি দুরত্ব ফাসির রায় কাজকর্ম করা হক।এইসব কান্না দেখে ভাংগে পরবেন না,0,crime
দেশে একমাত্র ওবাইদুল কাদেরি আছে যার কাজে ভুলের সংখ্যা সবচেয়ে কম এবং নিখুত তোরা মাগিরপোলারা যারা পুরা ভিডিও না দেখে শুধু লেখা দেখে কমেন্ট করচোস তোর এলাকার রাস্তা কি তোগো বোউরা চুইদা করছে,1,politics
বোকা চোদা চেনেল আবাল,1,sports
", , স্যার আপনার লেখা দেখলে এখন হড়হড় করে বমি আসে,,,, কিছু মনে করবেন না, এইটা আপনার কাছ থেকে শিখেছি,,,, ,",1,celebrity
ইনুর অবস্থা ইমরানের মত হতে যাচ্ছে বিশ পয়সার থেকে এইমাত্র এক পয়সায় নেমে এসেছে।,0,politics
মুস্তাফিজুর রহমানের ভক্তরা কোথায় লাইক হবে👍👍,0,sports
সবনরম ফাইরালারে দেখলে মন চায় ধনটা মুখে রাখি ওর,1,entertainment
গাধা কখনো ঘোরা হয় না আর রানুদি যতই মুম্বইয়ে যাক কেন তার কথা কখনো পাল্টাবে না,0,"Meme, TikTok and others"
"১৯বছরের দামড়া ট্রেঞ্চ খুড়ে বসেছিল,",1,celebrity
হাফিজুর রহমান তো বাংলা দেশের গোরব তাকে কেন ভন্ড বলুন ভাই,0,religion
সাকিব অপু কে খুব ভালো লাগে,0,"Meme, TikTok and others"
জাফর ধান্দাবাজরে আমার কুওাও চোদবে না  খাংকির পুলা ব্যাশ্যা -সিফাত উল্লাহ সিফাতী,1,celebrity
বাংলাদেশ শতকরা নারীদের চাকুরী নামে তাদের ইজ্জাত লুট করা হচ্ছে জামালপুর মানুষ বেজম্ম ছোটলোক টাটকা শয়তান,1,crime
ঐ খানকির পূলা,1,"Meme, TikTok and others"
চোদানির পুত তোরে এত বড় গল্প লিখতে কে বলছে? অর্ধেকটা পড়েই মুখে অসংখ গালি চলে আসলো।,1,celebrity
এখানে মিন্নি নাটক করে রিফাতকে বাড়ী থেকে নিয়ে এসে ওর ভাতারকে দিয়ে মারিয়েছে ও একটা খানকি ওর ফাসি চাই। মনোযোগ দিয়ে দেখেন ওর সামনে ওর স্বামীকে কুপিয়ে মারে আর ও ঠান্ডা মাথায় ওর দুই ভাতারকে মেরে পাঠিয়ে দিয়েছিলো। ও একটা মাগী,1,crime
খানকির পোলা তোরে রাস্তায় পেলে লেংটা করে তোরেই চুদমুবাইনচোদ,1,"Meme, TikTok and others"
এই সব ঘড়ি দেখে আমি সিহরিত!! এটা আমাকে বি এন পি জোর করে পরিয়ে দিছে,0,politics
কই রাজ রানি খালেদাজিয়া কই কুকুরে বাঁচা কাদের বাট ফার,1,politics
চুদনা ফলো দিয়া গেলাম পড়ে পড়ুম😇😇😇,1,celebrity
সাথে ওই গাজাখুরটা কে সালা নীরহ একটা ছেলেকে একা পেয়ে কী ভাবটা মারলো।,1,sports
ধরা খাইছে তিই আর কি,0,politics
মাথার চুল কাটুকরলে আবুলাহাবের বক্ত হয় তকে কে বলছে তুই যে পাগল বাড়িতে জানেনি শালা হাইওয়ান কুত্তা কামরাইলে ইন্ডিকশন ল শালা পাগল,1,religion
মিজানুর রহমানের যে ভণ্ড বলে সে যারোজ,0,religion
দেশটা ধংসের দিকে নিয়ে যাচ্ছে কুত্তালীগ,1,politics
আপনি তো জাতীয় দালাল!,0,celebrity
বিচারক গুলার নাই কোন যোগ্যতা নাই কোন ভদ্রতা সব গুলা আবাল। জুতা পেটা করে বের করে দেয়া উচিত,1,entertainment
"ন্দনভনক ই,ক",0,entertainment
তোরে জদি কোন দিন হাতের কাছে পাই সেইদিন তোর কপালে বহুত দূঃখ আছে মাদারচোদের বাচ্চা ভন্ড,1,religion
এই ডিসি কুত্তাটাকে চাকরি বাদ দেয়া হউক আর সাস্তি দেয়া হউক,1,crime
মাগির পোলা কি কশ,1,crime
"স্যার আপনাকে ভালবাসি, শ্রদ্ধা করি। আপনাদের মত কিছু মানুষ আছে বলেই এখনো হতাশাগ্রস্থ হই না।",0,celebrity
হোগা মাইরা দেশ চালায়,1,politics
এই ভিডিও দেখে কেন জানি একটা প্রশ্ন আসছে যেসব কথিত নাস্তিক দের সামান্য এর কারনেই তাদের হত্যা করা হয় কিন্তু এই দেওয়ানবাগি এখনো বেচে আছে কেম্নে?? আর কেও প্রতিবাদ ও করে না কেন ?? এদের দিতেছেই বা কে ???,0,religion
এই খানকির পোলারে কি বলবো আর,1,"Meme, TikTok and others"
চেতনা ব্যাবসায়ীর ঘুম ভাংছে তাহলে।,0,celebrity
দেশবাসি মাননীয় প্রধানমন্ত্রীর কথা অবশ্যই মান্য করেকিন্তু পাপইন্না তুই হালা ছেচকা মাগিরপোলা। তোর টাকলা বন্ধুর লগে তোর পাছায় গাজি পাম্প দিয়া পিডাইতে পিডাইতে চামড়া খুইল্লা মুশিরে গ্লাভস বানায় দিতে মন চাইতাসে,1,sports
আচতে টিপ,0,entertainment
বাংলার লাল-সবুজ,0,entertainment
কেউ স্যারকে অশ্লীল ভাষা চোদাইবেন নাহহ 😊,1,celebrity
নায়িকার মেকাপ করা কম হয়ে গেলো না একটু।,0,entertainment
ভাল লাগলো না।,0,entertainment
এই কুত্তা ওদের দালাল,1,religion
আপনি একদম সঠিক কথা বলেছেন ভাই। পাপন শুয়রের বাচ্চাকে পাইলে জুতাপিটা করতাম। শালা হারামির বাচ্চা জুয়াখোর।তারে বহিস্কার করা প্রয়োজন।,1,sports
এগোলি ছাগল,1,sports
তদের মত নটি দেশের বাইরাছ সমাজ নস্ট করস কে বলছে তকে বাঁচতে,1,crime
আমি হলে জুতা মারতাম সব কয়টাকে,0,sports
আওয়ামীলীগ এখন পাগলা কুত্তার মত হয়ে গেছে,1,politics
পাপন হঠাও ক্রিকেট বাচাও,0,sports
ভাই শালা একটা পটকা মাছ মানে টেপা মাছ 🐡🐡🐡,1,religion
এই মাদার চুদ বদমাশ,1,crime
কেয়ামতের আগে পর্যন্ত দেওয়ানবাগীকে পুটকিমারা উচিত,1,religion
পাপনরে কোন মাইকে গালি দিলে সুনকে পাব কেউ জানেন শালার পুত রানান আপ এর পুরস্কার নাই কেন।,1,sports
এই শুয়োরের বাচ্চারা প্রশাসনের দেশটাকে ধ্বংস করে দিয়েছে প্রশাসনের এস আই ও সি এসপি ডিসি থেকে শুরু করে চুরিদার পর্যন্ত অপকর্মে লিপ্ত,1,crime
বানচোদ দল গোলো বিচারক বানাইসে কে গাজা কুর একেকটা শোতে গাজা খায়,1,entertainment
